نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,عدد الغرف,عدد الصالات,عدد الحمامات,عرض الشارع,درج صالة,مطبخ,غرفة خادمة,غرفة سائق,ملحق,حوش,مسبح,قبو,مدخل سيارة,مصعد,السعر الاجمالي
أرض,تجاري, الرياض , حي الرمال ,شرقية,360,2900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1044000
أرض,سكني, الرياض , حي حطين ,جنوبية شرقية,1400,6720,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9408000
فيلا,سكني, الرياض , حي المونسية ,جنوبية,250,-,5,2,5+,15,1,1,1,0,0,0,0,0,0,0,2000000
أرض,تجاري وسكني, الدرعية, العيينة ,جنوبية شرقية,900,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,900000
أرض,تجاري, الرياض , حي الروضة ,شمالية,1798,1500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2697000
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية,250,-,4,3,5+,20,1,1,1,0,1,1,0,0,1,0,2350000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,455,747,-,-,-,-,-,-,-,-,-,-,-,-,-,-,339885
أرض,سكني, الرياض , حي الخير ,شمالية,1714,7888,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13520032
أرض,سكني, الرياض , حي النهضة ,شمالية,450,2650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1192500
أرض,سكني, الرياض , حي القيروان ,شمالية,536,2600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1393600
أرض,سكني, الرياض , حي طويق ,جنوبية شرقية,900,1600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1440000
أرض,سكني, الرياض , حي الخليج ,شمالية شرقية,648,4100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2656800
أرض,سكني, حريملاء, الرياض ,شرقية,705,1205,-,-,-,-,-,-,-,-,-,-,-,-,-,-,849525
فيلا,سكني, الرياض , حي المونسية ,غربية,300,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,3000000
فيلا,سكني, الرياض , حي السويدي الغربي ,شمالية,375,-,5,3,5+,25,1,1,1,0,0,0,0,0,1,0,1600000
فيلا,سكني, الرياض , حي التعاون ,شرقية,220,-,4,1,5+,-,1,1,1,1,0,1,0,0,1,0,2712320
أرض,سكني, الرياض , ضاحية نمار ,شمالية,437,3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1311000
أرض,تجاري, الرياض , حي العلا ,شمالية,1650,8000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13200000
فيلا,سكني, الرياض , حي اليرموك ,جنوبية,250,-,5,2,5+,-,1,1,1,0,1,1,0,0,1,0,2000000
أرض,تجاري, الرياض , حي النهضة ,شرقية,362,2700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,977400
أرض,تجاري, الرياض , حي النرجس ,غربية,1076,12082,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13000232
أرض,سكني, حريملاء, الرياض ,غربية,325,5800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1885000
أرض,سكني, الرياض , حي الرمال ,شرقية,360,2900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1044000
أرض,سكني, الرياض , ,شمالية,1440,2450,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3528000
أرض,سكني, الرياض , حي اليرموك ,جنوبية,1089,459,-,-,-,-,-,-,-,-,-,-,-,-,-,-,499851
أرض,سكني,13843, امارة منطقة الرياض ,غربية,900,888,-,-,-,-,-,-,-,-,-,-,-,-,-,-,799200
أرض,سكني, الرياض , حي النرجس ,شمالية,810,1466,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1187460
أرض,سكني, الرياض , حي العارض ,شمالية,500,4400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2200000
أرض,تجاري وسكني, الرياض , حي القادسية ,جنوبية شرقية,306,2700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,826200
فيلا,سكني, الرياض , حي المهدية ,غربية,330,-,7+,3,5+,15,1,1,1,0,1,1,0,0,1,0,2400000
فيلا,سكني, الرياض , حي قرطبة ,غربية,2500,-,7+,4,5+,-,1,1,1,1,1,1,0,0,1,0,16700000
أرض,سكني, حريملاء, الرياض ,جنوبية,630,9000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5670000
أرض,سكني, الرياض , حي منفوحة الجديدة ,شرقية,85,1400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119000
أرض,سكني, الرياض , حي المعيزيلة ,شمالية,4000,2200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8800000
فيلا,سكني, الرياض , حي الرمال ,غربية,300,-,7+,3,5+,18,1,1,1,0,1,1,0,0,1,0,1600000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,450,6000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2700000
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,جنوبية غربية,400,2250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,900000
فيلا,سكني, الرياض , حي العارض ,شمالية,630,-,7+,5,5+,-,0,1,1,0,1,1,0,0,1,0,6050000
فيلا,سكني, الرياض , حي العليا ,جنوبية غربية,900,-,7+,2,5+,12,1,1,1,1,1,1,0,0,1,0,5000000
أرض,سكني, , حي نمار,شرقية,375,6700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2512500
فيلا,سكني, الرياض , حي الفيحاء ,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,2100000
أرض,سكني, الرياض, الرياض ,شرقية,2450,2400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5880000
فيلا,سكني, الرياض , حي الرفيعة ,شرقية,550,-,7+,2,5+,10,1,1,1,0,0,1,0,1,1,0,4000000
فيلا,سكني, الرياض , حي الشفا ,غربية,312,-,7+,2,5+,-,0,1,1,0,1,1,1,0,1,0,1400000
أرض,سكني, الرياض , حي بدر ,شرقية,351,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,351000
أرض,تجاري, الرياض , ضاحية نمار ,جنوبية,300,7000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2100000
فيلا,سكني, الرياض , حي اليرموك ,جنوبية,400,-,6,1,3,-,0,0,1,1,0,1,0,0,1,0,2000000
فيلا,سكني, الرياض , حي الملقا ,شمالية,450,-,6,5,5+,20,1,1,1,1,1,1,0,0,1,1,5500000
فيلا,سكني, الرياض , حي الاندلس ,جنوبية غربية,280,-,4,2,5+,-,1,1,1,0,1,1,0,0,1,1,2100000
أرض,سكني, الرياض , حي السويدي ,جنوبية شرقية,625,3400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2125000
فيلا,سكني, الرياض , حي المونسية ,شمالية,400,-,5,2,5+,-,1,1,1,1,0,1,0,0,1,0,2850000
أرض,تجاري وسكني, الرياض , حي اليرموك ,جنوبية,1089,3400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3702600
أرض,سكني, حريملاء, الرياض ,جنوبية,400,1140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,456000
أرض,سكني, الرياض , حي القادسية ,جنوبية,890,1179,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1049310
أرض,سكني, الرياض , حي الندوة ,شرقية,900,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,900000
أرض,سكني, الرياض , حي المحمدية ,جنوبية,360,7500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2700000
فيلا,سكني, الرياض , حي النهضة ,شرقية,360,-,5,4,5+,-,1,1,1,0,0,1,0,0,1,0,2000000
أرض,تجاري وسكني, الرياض, الرياض ,أربع شوارع,299684,1450,-,-,-,-,-,-,-,-,-,-,-,-,-,-,434541800
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية شرقية,471,3500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1648500
أرض,سكني, الرياض, الرياض ,شمالية,2520,950,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2394000
أرض,تجاري وسكني, الرياض , حي النرجس ,جنوبية,450,3700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1665000
فيلا,سكني, الرياض , حي الرمال ,شمالية,337,-,4,2,4,15,1,1,1,1,1,1,0,0,1,0,2100000
أرض,سكني, الرياض , حي حطين ,ثلاث شوارع,2816,10000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28160000
فيلا,سكني, الرياض , ,جنوبية,250,-,5,2,5+,-,0,1,1,0,1,1,0,0,1,0,1470000
فيلا,سكني, الرياض , حي ظهرة لبن ,شمالية,200,-,7+,3,5+,-,1,0,1,0,0,0,0,0,0,1,1200000
أرض,سكني, حريملاء, الرياض ,جنوبية,360,4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1440000
أرض,سكني, الرياض , حي عريض ,شمالية,400,3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1200000
فيلا,سكني, الرياض , حي النسيم الشرقي ,غربية,480,-,7+,2,5+,-,0,1,1,0,1,1,0,0,1,0,1200000
فيلا,سكني, الرياض , حي النزهة ,شمالية شرقية,1050,-,7+,2,5+,-,1,1,1,1,1,1,0,1,1,1,7800000
أرض,تجاري, الرياض , حي ظهرة لبن ,شمالية غربية,900,2050,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1845000
فيلا,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,274,-,7+,2,4,15,1,1,0,0,0,1,0,0,1,0,1300000
أرض,سكني, الرياض , حي المهدية ,شمالية,745,510,-,-,-,-,-,-,-,-,-,-,-,-,-,-,379950
أرض,سكني, الرياض , حي اليرموك ,شمالية غربية,385,4700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1809500
أرض,سكني, الرياض , حي الرمال ,جنوبية شرقية,1450,1146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1661700
فيلا,سكني, الرياض , حي اليرموك ,جنوبية,250,-,4,1,4,-,1,1,1,0,1,1,0,0,1,0,1750000
أرض,تجاري وسكني, الرياض , حي الخليج ,شمالية,2800,444,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1243200
فيلا,سكني, الرياض, الرياض ,جنوبية غربية,450,-,4,2,5+,15,1,1,1,1,1,1,1,0,1,1,4000000
أرض,تجاري وسكني, الرياض , ضاحية نمار ,غربية,750,4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3000000
فيلا,سكني, الرياض , حي الرمال ,شمالية,281,-,4,2,4,-,1,0,1,0,1,1,0,0,1,0,1400000
أرض,تجاري, الرياض , حي الروضة ,شمالية شرقية,608,4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2432000
فيلا,سكني, الرياض , حي النسيم الغربي ,جنوبية,250,-,5,2,5+,12,1,1,0,0,1,1,0,0,1,0,1250000
أرض,سكني, الرياض , حي النرجس ,شمالية,745,469,-,-,-,-,-,-,-,-,-,-,-,-,-,-,349405
فيلا,سكني, الرياض , حي الربوة ,شمالية,336,-,5,3,5+,-,0,1,0,0,1,1,0,0,0,0,1390000
أرض,تجاري وسكني, الرياض , حي الشرق ,غربية,744,1800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1339200
أرض,سكني, الرياض , حي النرجس ,شمالية,900,1200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1080000
فيلا,سكني, الرياض , حي العريجاء الغربي ,شرقية,200,-,5,2,5+,20,1,1,1,0,1,1,0,0,0,0,970000
أرض,تجاري وسكني, الرياض , حي النرجس ,شرقية,1,1400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1400
فيلا,سكني, الرياض , حي اليرموك ,غربية,312,-,4,1,3,-,0,0,0,0,0,0,0,0,1,0,1100000
أرض,تجاري وسكني, الرياض , حي عريض ,شمالية,785,1350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1059750
أرض,سكني, الرياض , حي المشرق ,شمالية,936,515,-,-,-,-,-,-,-,-,-,-,-,-,-,-,482040
أرض,تجاري وسكني, الرياض , حي الازدهار ,جنوبية,2000,500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شمالية,360,535,-,-,-,-,-,-,-,-,-,-,-,-,-,-,192600
أرض,تجاري وسكني, حريملاء, الرياض ,شمالية شرقية,425,7500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3187500
أرض,تجاري, الرياض, الرياض ,جنوبية,3900,6500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25350000
فيلا,سكني, الرياض , حي اليرموك ,جنوبية,250,-,4,2,4,-,1,0,0,0,1,1,0,0,1,0,2000000
أرض,سكني, الرياض , حي الروضة ,غربية,900,444,-,-,-,-,-,-,-,-,-,-,-,-,-,-,399600
أرض,تجاري وسكني, الرياض , حي قرطبة ,شرقية,1250,6500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8125000
فيلا,سكني, الرياض , حي المونسية ,غربية,300,-,4,2,4,-,1,1,1,0,1,1,0,0,1,1,2300000
فيلا,سكني, الرياض , حي الحمراء ,جنوبية,750,-,5,2,1,-,1,1,1,1,1,1,0,0,1,0,4000000
فيلا,سكني, الرياض , حي الربيع ,شرقية,510,-,5,2,5+,-,1,1,1,0,0,1,0,0,1,0,4000000
أرض,تجاري, الرياض , حي الجنادرية ,شمالية شرقية,500,3400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1700000
فيلا,سكني, الرياض , حي العليا ,جنوبية غربية,252,-,4,1,5+,12,1,1,1,0,0,1,0,0,1,0,2600000
أرض,سكني, الرياض , حي الزاهر ,شرقية,450,900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,405000
فيلا,سكني, الرياض , حي المهدية ,شمالية غربية,200,-,5,3,5+,20,1,1,1,0,0,1,0,0,1,1,1500000
فيلا,سكني, الرياض , حي النسيم الغربي ,شرقية,450,-,4,1,3,-,0,0,0,0,0,1,0,0,1,0,1500000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,588,3600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2116800
فيلا,سكني, الرياض , حي عكاظ ,شرقية,420,-,6,3,5+,-,0,1,1,1,1,0,0,0,1,0,1400000
أرض,تجاري, الرياض , حي الشرق ,جنوبية غربية,475,2400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1140000
أرض,سكني, الرياض , حي حطين ,غربية,525,11000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5775000
أرض,سكني, الرياض , حي العزيزية ,أربع شوارع,14835,3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44505000
أرض,سكني, الرياض , حي الملك فهد ,شمالية شرقية,1419,4200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5959800
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية غربية,900,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,900000
أرض,سكني, الرياض , حي عريض ,شرقية,434,1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,542500
أرض,سكني, الرياض , حي النرجس ,شرقية,500,5300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2650000
فيلا,سكني, الرياض , حي العزيزية ,شمالية شرقية,225,-,7+,2,5+,-,1,1,1,0,1,0,0,0,1,0,1100000
فيلا,سكني, الرياض , حي الياسمين ,شمالية شرقية,1107,-,7+,3,5+,15,1,1,1,1,1,1,0,1,1,1,10300000
فيلا,سكني, الرياض , حي المونسية ,جنوبية,262,-,6,4,5+,-,1,1,1,1,0,1,0,0,1,0,2000000
أرض,سكني, الرياض , حي السعادة ,شمالية,375,1500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,562500
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,900,1300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1170000
فيلا,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,302,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,1650000
أرض,تجاري وسكني, الرياض , حي النظيم ,شمالية,459,2500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1147500
فيلا,سكني, الرياض , حي النرجس ,شمالية شرقية,344,-,5,4,5+,15,1,1,1,1,1,1,1,0,1,1,4200000
أرض,سكني, الرياض , حي المونسية ,جنوبية,300,4400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1320000
أرض,سكني, الرياض , حي الشهداء ,شرقية,312,5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1560000
فيلا,سكني, الرياض, الرياض ,غربية,200,-,5,3,5+,20,1,1,1,0,0,1,0,0,1,1,1500000
فيلا,سكني, الرياض , حي المونسية ,شرقية,308,-,5,3,4,-,1,0,1,0,1,1,0,0,1,1,2650000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,750,520,-,-,-,-,-,-,-,-,-,-,-,-,-,-,390000
أرض,سكني, الرياض , حي المغرزات ,جنوبية شرقية,1050,7500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7875000
أرض,سكني, الرياض , حي الملقا ,شمالية شرقية,1000,10000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10000000
أرض,سكني, الرياض , حي ظهرة لبن ,ثلاث شوارع,750,1833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1374750
أرض,سكني, الرياض , حي الرمال ,ثلاث شوارع,1200,3400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4080000
فيلا,سكني, الرياض , حي النهضة ,شرقية,510,-,5,2,5+,-,0,1,1,1,1,0,0,0,1,0,3000000
أرض,سكني, الرياض , حي البيان ,جنوبية,375,6000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2250000
أرض,تجاري وسكني, الرياض , حي طيبة ,ثلاث شوارع,6889,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6889000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,947,687,-,-,-,-,-,-,-,-,-,-,-,-,-,-,650589
فيلا,سكني, الرياض , حي الملك فيصل ,جنوبية,250,-,4,1,4,-,1,1,1,1,1,1,0,0,1,1,1900000
فيلا,سكني, الرياض , حي المونسية ,غربية,300,-,4,2,4,-,1,1,1,0,1,1,0,0,1,1,2300000
فيلا,سكني, الرياض , حي بدر ,شرقية,312,-,6,1,5+,-,1,0,1,1,1,0,0,0,1,0,1200000
فيلا,سكني, الرياض , حي الرمال ,شمالية غربية,30201,-,1,-,5+,-,0,1,1,1,1,1,0,0,1,0,1650000
أرض,سكني, الرياض , حي الزاهر ,جنوبية غربية,1020,800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,816000
فيلا,سكني, الرياض , حي المهدية ,شرقية,281,-,6,3,5+,19,1,1,1,0,0,1,1,0,1,0,1750000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شرقية,300,800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,240000
فيلا,سكني, الرياض , حي الياسمين ,جنوبية غربية,435,-,5,3,5+,-,1,1,1,1,1,1,0,0,1,0,4000000
فيلا,سكني, الرياض , حي المونسية ,غربية,266,-,7+,2,5+,20,1,1,1,0,0,1,0,0,1,0,1480000
أرض,سكني, الرياض , حي النظيم ,شمالية,750,1300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,975000
أرض,سكني, الرياض , حي النرجس ,جنوبية,900,800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,720000
أرض,سكني, الرياض , حي الرمال ,ثلاث شوارع,30000,1600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48000000
أرض,سكني, الرياض , حي عكاظ ,شرقية,600,5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3000000
فيلا,سكني, الرياض , حي السعادة ,جنوبية غربية,625,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,2200000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,400,2570,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1028000
أرض,سكني, الرياض , حي لبن ,شمالية شرقية,1050,4500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4725000
أرض,تجاري وسكني, الرياض , حي ثليم ,جنوبية غربية,432,4400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1900800
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,360,3200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1152000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,1200,1667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2000400
أرض,سكني, الرياض , حي الرمال ,جنوبية,3002,2800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8405600
فيلا,سكني, الرياض , حي المونسية ,شرقية,308,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,2650000
فيلا,سكني, الرياض , حي اشبيلية ,شمالية,500,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,3000000
أرض,سكني, حريملاء, الرياض ,جنوبية,780,1283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000740
أرض,سكني, الرياض , حي المشرق ,جنوبية,750,2125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1593750
أرض,سكني, حريملاء, القرينه ,غربية,630,1025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,645750
فيلا,سكني, الرياض , حي النخيل ,شمالية غربية,1200,-,6,3,5+,-,1,1,1,1,1,1,1,1,1,1,17000000
أرض,تجاري وسكني, الرياض , ,شمالية,450,1590,-,-,-,-,-,-,-,-,-,-,-,-,-,-,715500
فيلا,سكني, امارة منطقة الرياض, الرياض ,شمالية,600,-,4,1,4,-,1,0,0,0,0,0,0,0,0,0,2750000
فيلا,سكني, الرياض , حي المهدية ,جنوبية شرقية,450,-,7+,4,5+,5,0,1,1,1,0,0,0,0,1,1,4400000
أرض,سكني, الرياض , حي النرجس ,شمالية,2061,4700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9686700
أرض,سكني, الرياض , حي النرجس ,جنوبية,458,3200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1465600
أرض,سكني, الرياض , حي العارض ,جنوبية,476,5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2380000
أرض,سكني, الدرعية, العيينة ,شمالية,630,1270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,800100
فيلا,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,354,-,5,2,4,18,0,1,1,1,1,1,0,0,1,0,1800000
أرض,سكني, الرياض , حي السلام ,شمالية,350,3700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1295000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,900,559,-,-,-,-,-,-,-,-,-,-,-,-,-,-,503100
أرض,سكني, حريملاء, الرياض ,جنوبية,398,6000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2388000
فيلا,سكني, الرياض , حي الحمراء ,غربية,375,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,3500000
فيلا,سكني, الرياض , حي النرجس ,شرقية,360,-,5,2,4,15,1,1,1,0,1,1,0,0,1,1,3650000
فيلا,سكني, الرياض , حي اليرموك ,شرقية,300,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,2250000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,750,466,-,-,-,-,-,-,-,-,-,-,-,-,-,-,349500
فيلا,سكني, الرياض , حي الحمراء ,غربية,618,-,7+,3,5+,25,1,1,1,1,1,1,1,0,1,1,5500000
فيلا,سكني, الرياض , حي قرطبة ,شمالية,1080,-,5,1,5+,30,0,1,1,1,1,1,1,0,1,1,9500000
أرض,سكني, حريملاء, الرياض ,جنوبية شرقية,828,4100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3394800
